order_id,order_date,region,country,category,product,customer_segment,sales_rep,quantity,unit_price,discount,revenue
101054,2024-01-09,Europe,Italy,Electronics,Smartphone,SMB,C. Okafor,4,769.03,0.02,3014.6
101077,2024-01-10,Asia Pacific,Japan,Furniture,Bookshelf,Consumer,E. Haddad,2,168.35,0.08,309.76
100554,2024-01-10,North America,Canada,Electronics,Laptop,Enterprise,B. Nguyen,13,878.03,0.15,9702.23
100018,2024-01-12,Latin America,Chile,Furniture,Bookshelf,Consumer,F. Larsson,1,153.0,0.0,153.0
100791,2024-01-12,Asia Pacific,India,Furniture,Bookshelf,Enterprise,C. Okafor,9,177.12,0.08,1466.55
100563,2024-01-13,Europe,Germany,Office Supplies,Printer Paper,SMB,D. Rossi,2,24.27,0.01,48.05
101350,2024-01-13,Europe,Italy,Office Supplies,Notebook,Consumer,D. Rossi,3,7.83,0.02,23.02
101101,2024-01-14,Europe,Spain,Electronics,Monitor,Enterprise,C. Okafor,6,220.71,0.11,1178.59
100153,2024-01-14,Asia Pacific,Japan,Furniture,Standing Desk,SMB,A. Fischer,3,491.25,0.09,1341.11
100453,2024-01-14,North America,Canada,Furniture,Standing Desk,Enterprise,B. Nguyen,7,470.56,0.11,2931.59
101391,2024-01-14,Europe,United Kingdom,Software,CRM License,SMB,E. Haddad,6,349.95,0.01,2078.7
100863,2024-01-16,North America,Mexico,Electronics,Laptop,Enterprise,C. Okafor,12,1073.55,0.14,11079.04
100808,2024-01-18,Asia Pacific,India,Software,Analytics Suite,Consumer,D. Rossi,5,610.58,0.0,3052.9
101217,2024-01-19,Latin America,Argentina,Office Supplies,Notebook,Enterprise,C. Okafor,6,8.6,0.01,51.08
100050,2024-01-19,Asia Pacific,Australia,Furniture,Office Chair,SMB,D. Rossi,5,242.12,0.04,1162.18
100622,2024-01-20,North America,United States,Software,Security Suite,SMB,B. Nguyen,5,428.58,0.07,1992.9
101129,2024-01-20,North America,Canada,Office Supplies,Pen Set,SMB,D. Rossi,4,13.38,0.04,51.38
100157,2024-01-20,Europe,Italy,Electronics,Headphones,SMB,B. Nguyen,3,122.25,0.07,341.08
101203,2024-01-21,Asia Pacific,Singapore,Office Supplies,Printer Paper,Consumer,B. Nguyen,1,26.04,0.08,23.96
100674,2024-01-21,Asia Pacific,Singapore,Furniture,Office Chair,SMB,D. Rossi,7,214.42,0.08,1380.86
100138,2024-01-21,North America,Canada,Office Supplies,Pen Set,SMB,E. Haddad,3,14.96,0.08,41.29
100152,2024-01-21,Europe,Spain,Furniture,Standing Desk,Enterprise,C. Okafor,5,494.07,0.13,2149.2
100311,2024-01-22,Asia Pacific,Japan,Electronics,Headphones,SMB,E. Haddad,3,125.78,0.09,343.38
100979,2024-01-22,North America,United States,Office Supplies,Pen Set,Consumer,E. Haddad,1,14.58,0.0,14.58
100897,2024-01-22,Europe,Germany,Furniture,Office Chair,Consumer,F. Larsson,1,211.03,0.03,204.7
100589,2024-01-22,North America,Mexico,Furniture,Office Chair,SMB,F. Larsson,1,186.51,0.02,182.78
100838,2024-01-23,North America,Canada,Office Supplies,Notebook,Enterprise,A. Fischer,10,7.92,0.02,77.62
100807,2024-01-23,North America,Canada,Electronics,Monitor,Enterprise,E. Haddad,12,259.94,0.1,2807.35
100501,2024-01-24,Asia Pacific,Japan,Furniture,Office Chair,Consumer,D. Rossi,4,195.54,0.0,782.16
100350,2024-01-25,North America,Canada,Electronics,Laptop,SMB,C. Okafor,4,844.39,0.01,3343.78
100435,2024-01-25,Asia Pacific,Singapore,Furniture,Office Chair,Enterprise,C. Okafor,16,185.43,0.1,2670.19
100739,2024-01-26,North America,Canada,Office Supplies,Printer Paper,Consumer,E. Haddad,3,24.59,0.0,73.77
100259,2024-01-26,North America,Canada,Electronics,Monitor,Enterprise,A. Fischer,9,231.24,0.15,1768.99
100539,2024-01-26,Latin America,Chile,Furniture,Standing Desk,SMB,A. Fischer,5,496.03,0.02,2430.55
101128,2024-01-26,Europe,United Kingdom,Electronics,Headphones,Enterprise,F. Larsson,8,127.02,0.14,873.9
100488,2024-01-27,North America,United States,Software,Analytics Suite,Consumer,B. Nguyen,1,583.34,0.09,530.84
100194,2024-01-27,Asia Pacific,Japan,Office Supplies,Stapler,SMB,C. Okafor,3,11.58,0.06,32.66
100302,2024-01-28,Europe,United Kingdom,Electronics,Smartphone,Consumer,D. Rossi,2,758.38,0.07,1410.59
101390,2024-01-29,North America,United States,Office Supplies,Notebook,SMB,E. Haddad,4,8.18,0.12,28.79
100212,2024-01-29,North America,Canada,Electronics,Monitor,Enterprise,A. Fischer,5,255.54,0.06,1201.04
100606,2024-01-29,North America,Mexico,Electronics,Laptop,Consumer,C. Okafor,1,920.28,0.0,920.28
100891,2024-01-31,Europe,Italy,Office Supplies,Stapler,Enterprise,F. Larsson,10,12.01,0.09,109.29
100884,2024-01-31,North America,United States,Furniture,Standing Desk,SMB,C. Okafor,2,453.52,0.0,907.04
100049,2024-02-01,Latin America,Argentina,Electronics,Headphones,SMB,F. Larsson,7,125.21,0.13,831.16
100209,2024-02-01,Latin America,Brazil,Office Supplies,Notebook,Consumer,A. Fischer,3,8.06,0.04,25.3
100847,2024-02-02,Asia Pacific,Australia,Electronics,Laptop,SMB,E. Haddad,3,988.37,0.06,3038.05
101233,2024-02-02,North America,United States,Software,CRM License,SMB,A. Fischer,7,324.32,0.06,2326.09
100697,2024-02-02,Europe,Spain,Furniture,Standing Desk,Enterprise,D. Rossi,10,463.96,0.12,4450.3
101333,2024-02-02,North America,Canada,Software,Analytics Suite,SMB,F. Larsson,4,598.04,0.0,2607.45
101257,2024-02-03,Asia Pacific,Australia,Software,CRM License,SMB,B. Nguyen,2,334.4,0.13,634.22
100817,2024-02-03,North America,Canada,Electronics,Monitor,Enterprise,A. Fischer,12,255.18,0.14,2870.47
101374,2024-02-03,Asia Pacific,Australia,Office Supplies,Printer Paper,Enterprise,D. Rossi,12,27.47,0.07,334.16
100845,2024-02-04,Europe,France,Electronics,Monitor,Consumer,D. Rossi,4,210.1,0.03,888.55
100471,2024-02-04,Europe,Spain,Software,CRM License,Enterprise,D. Rossi,6,380.77,0.17,2066.9
101277,2024-02-04,North America,Canada,Office Supplies,Pen Set,SMB,B. Nguyen,5,14.06,0.03,74.33
101279,2024-02-06,Europe,United Kingdom,Software,Analytics Suite,SMB,D. Rossi,2,685.22,0.11,1329.46
100907,2024-02-08,Europe,Spain,Electronics,Headphones,Consumer,D. Rossi,1,149.29,0.07,151.34
100976,2024-02-08,North America,Mexico,Electronics,Headphones,SMB,D. Rossi,3,144.57,0.02,463.29
100818,2024-02-08,North America,United States,Office Supplies,Stapler,SMB,E. Haddad,6,12.12,0.07,73.72
100249,2024-02-09,North America,Mexico,Office Supplies,Printer Paper,Enterprise,F. Larsson,7,26.36,0.06,189.06
100637,2024-02-10,Europe,United Kingdom,Office Supplies,Printer Paper,Consumer,E. Haddad,2,24.02,0.05,49.75
100515,2024-02-10,North America,Mexico,Office Supplies,Pen Set,Enterprise,F. Larsson,11,13.74,0.14,141.68
100109,2024-02-10,Latin America,Brazil,Electronics,Laptop,Enterprise,F. Larsson,11,1077.07,0.17,10718.68
100001,2024-02-10,Asia Pacific,India,Electronics,Smartphone,SMB,F. Larsson,8,735.79,0.08,5902.8
101037,2024-02-11,Latin America,Chile,Electronics,Smartphone,SMB,E. Haddad,2,815.99,0.0,1778.86
100169,2024-02-12,North America,Canada,Electronics,Headphones,SMB,D. Rossi,2,131.83,0.0,287.39
101155,2024-02-12,North America,United States,Electronics,Laptop,Consumer,A. Fischer,3,923.34,0.12,2657.0
100460,2024-02-12,North America,Canada,Office Supplies,Pen Set,SMB,F. Larsson,2,15.63,0.0,34.07
100432,2024-02-13,North America,Mexico,Office Supplies,Notebook,Enterprise,B. Nguyen,16,7.39,0.11,114.7
100424,2024-02-13,North America,United States,Office Supplies,Pen Set,SMB,F. Larsson,4,14.51,0.1,56.94
100297,2024-02-14,Europe,United Kingdom,Software,Security Suite,SMB,A. Fischer,5,410.43,0.01,2214.48
100670,2024-02-14,Europe,United Kingdom,Electronics,Headphones,Enterprise,B. Nguyen,9,119.85,0.08,1081.67
100499,2024-02-16,North America,Mexico,Office Supplies,Pen Set,Enterprise,A. Fischer,12,14.01,0.12,161.26
100986,2024-02-16,Asia Pacific,Australia,Office Supplies,Stapler,Consumer,C. Okafor,1,11.91,0.04,12.46
100296,2024-02-16,North America,United States,Furniture,Standing Desk,Enterprise,C. Okafor,6,480.3,0.1,2827.05
100391,2024-02-16,North America,Canada,Electronics,Laptop,Consumer,A. Fischer,1,908.16,0.0,989.89
100924,2024-02-17,Europe,Germany,Software,Analytics Suite,Enterprise,E. Haddad,16,620.73,0.13,9418.21
100860,2024-02-17,North America,Canada,Office Supplies,Stapler,Enterprise,B. Nguyen,8,12.04,0.15,89.24
100906,2024-02-18,Asia Pacific,Australia,Furniture,Standing Desk,SMB,F. Larsson,3,470.91,0.06,1447.48
100605,2024-02-19,Latin America,Argentina,Electronics,Headphones,SMB,B. Nguyen,4,142.87,0.02,610.45
101351,2024-02-19,Europe,Italy,Electronics,Monitor,Consumer,D. Rossi,1,246.3,0.0,268.47
101085,2024-02-19,Latin America,Chile,Electronics,Laptop,SMB,F. Larsson,1,890.95,0.04,932.29
100108,2024-02-19,Europe,United Kingdom,Electronics,Smartphone,Enterprise,E. Haddad,8,712.12,0.15,5278.23
100844,2024-02-19,Europe,Italy,Electronics,Headphones,SMB,F. Larsson,2,128.14,0.01,276.55
100940,2024-02-20,North America,United States,Electronics,Headphones,Enterprise,F. Larsson,8,127.78,0.2,891.39
100245,2024-02-20,North America,Mexico,Furniture,Office Chair,Enterprise,A. Fischer,8,223.34,0.05,1850.15
101231,2024-02-21,Europe,United Kingdom,Office Supplies,Notebook,Consumer,,2,8.49,0.02,18.14
100920,2024-02-21,Europe,Italy,Office Supplies,Notebook,Enterprise,C. Okafor,13,8.53,0.08,111.2
100315,2024-02-21,North America,Mexico,Electronics,Laptop,SMB,B. Nguyen,5,959.74,0.02,5125.97
100176,2024-02-21,Latin America,Chile,Electronics,Laptop,SMB,E. Haddad,3,918.85,0.0,3004.64
100300,2024-02-21,Latin America,Argentina,Software,Security Suite,SMB,E. Haddad,2,370.19,0.18,661.75
100843,2024-02-21,North America,United States,Office Supplies,Stapler,SMB,C. Okafor,1,12.03,0.06,12.33
101284,2024-02-24,Europe,Italy,Furniture,Bookshelf,Consumer,D. Rossi,2,145.92,0.0,318.11
101255,2024-02-25,Europe,United Kingdom,Software,Security Suite,Consumer,,1,411.97,0.04,431.09
101263,2024-02-26,Europe,France,Office Supplies,Notebook,SMB,A. Fischer,4,7.18,0.04,30.05
100178,2024-02-26,Asia Pacific,Japan,Software,CRM License,Consumer,A. Fischer,1,330.0,0.0,359.7
100583,2024-02-26,Latin America,Chile,Electronics,Monitor,Enterprise,E. Haddad,11,224.41,0.1,2421.61
100763,2024-02-26,Asia Pacific,Singapore,Electronics,Laptop,SMB,C. Okafor,5,924.28,0.05,4785.46
100161,2024-02-27,North America,Canada,Electronics,Smartphone,SMB,B. Nguyen,1,726.84,0.11,705.11
101201,2024-02-27,Europe,France,Software,Security Suite,Consumer,A. Fischer,4,386.25,0.04,1616.69
101087,2024-03-01,Asia Pacific,Australia,Office Supplies,Notebook,SMB,F. Larsson,4,7.53,0.08,32.03
100555,2024-03-01,Europe,France,Office Supplies,Notebook,SMB,E. Haddad,6,8.53,0.01,58.57
100723,2024-03-01,North America,Mexico,Software,CRM License,Consumer,C. Okafor,1,324.65,0.0,375.26
100000,2024-03-01,Asia Pacific,India,Software,Analytics Suite,SMB,B. Nguyen,5,648.93,0.06,3525.41
100088,2024-03-02,Europe,United Kingdom,Electronics,Headphones,Consumer,F. Larsson,1,122.29,0.05,134.29
100506,2024-03-03,North America,United States,Electronics,Laptop,Enterprise,C. Okafor,9,913.12,0.12,8359.25
101122,2024-03-03,Latin America,Brazil,Office Supplies,Pen Set,Consumer,A. Fischer,3,15.81,0.06,51.53
101179,2024-03-05,Asia Pacific,Japan,Office Supplies,Notebook,SMB,D. Rossi,3,7.98,0.03,26.84
101204,2024-03-05,Europe,France,Electronics,Headphones,Consumer,F. Larsson,2,127.96,0.01,292.86
101378,2024-03-05,North America,Canada,Electronics,Headphones,SMB,F. Larsson,1,121.41,0.01,138.93
100056,2024-03-06,Europe,Italy,Electronics,Smartphone,Consumer,E. Haddad,1,619.76,0.0,716.37
100326,2024-03-06,North America,United States,Office Supplies,Stapler,Consumer,F. Larsson,1,13.01,0.09,13.68
100657,2024-03-06,North America,United States,Electronics,Smartphone,SMB,A. Fischer,6,729.17,0.0,5057.02
100496,2024-03-08,North America,Mexico,Electronics,Smartphone,SMB,A. Fischer,3,773.53,0.06,2521.39
100045,2024-03-08,Asia Pacific,Australia,Furniture,Standing Desk,SMB,D. Rossi,4,501.3,0.05,2201.89
100741,2024-03-09,Europe,Italy,Electronics,Headphones,Consumer,C. Okafor,3,124.11,0.0,430.37
101147,2024-03-10,Europe,France,Electronics,Laptop,SMB,C. Okafor,5,960.68,0.07,5163.52
100483,2024-03-10,Europe,Italy,Furniture,Office Chair,SMB,B. Nguyen,6,182.84,0.09,1153.93
100624,2024-03-11,Europe,Germany,Office Supplies,Notebook,Consumer,C. Okafor,2,8.51,0.05,18.69
100416,2024-03-11,North America,Canada,Furniture,Standing Desk,SMB,C. Okafor,3,526.21,0.0,1824.71
100641,2024-03-12,North America,Mexico,Office Supplies,Printer Paper,Enterprise,E. Haddad,4,22.67,0.2,83.85
100780,2024-03-12,Europe,Germany,Electronics,Headphones,Enterprise,D. Rossi,7,136.49,0.13,960.8
101264,2024-03-12,Europe,Spain,Software,Analytics Suite,Consumer,E. Haddad,4,614.92,0.03,2757.81
100566,2024-03-12,Europe,Italy,Furniture,Office Chair,Enterprise,B. Nguyen,7,192.61,0.08,1433.77
100242,2024-03-12,North America,United States,Furniture,Standing Desk,SMB,B. Nguyen,2,478.51,0.09,1006.65
100057,2024-03-12,Europe,United Kingdom,Electronics,Monitor,Enterprise,F. Larsson,7,250.1,0.07,1881.95
100684,2024-03-13,Asia Pacific,Australia,Furniture,Office Chair,SMB,B. Nguyen,6,181.93,0.04,1211.27
100415,2024-03-13,North America,Canada,Electronics,Smartphone,SMB,D. Rossi,4,762.87,0.12,3103.9
100646,2024-03-14,North America,United States,Office Supplies,Stapler,Enterprise,D. Rossi,10,12.21,0.1,127.02
100797,2024-03-16,Asia Pacific,Australia,Office Supplies,Printer Paper,SMB,E. Haddad,5,25.07,0.05,137.65
101018,2024-03-16,Europe,Spain,Electronics,Smartphone,SMB,E. Haddad,4,704.23,0.01,3223.47
101153,2024-03-17,Latin America,Brazil,Electronics,Headphones,SMB,E. Haddad,4,136.61,0.0,631.62
100028,2024-03-17,Asia Pacific,India,Furniture,Standing Desk,Consumer,F. Larsson,1,522.51,0.05,573.76
101251,2024-03-18,North America,Canada,Electronics,Laptop,Consumer,D. Rossi,3,917.15,0.07,2957.73
100096,2024-03-19,North America,Mexico,Electronics,Laptop,SMB,C. Okafor,5,979.87,0.1,5096.77
100511,2024-03-20,Europe,United Kingdom,Office Supplies,Notebook,Enterprise,A. Fischer,7,8.51,0.03,66.79
100837,2024-03-20,Asia Pacific,Japan,Electronics,Laptop,SMB,D. Rossi,1,928.27,0.05,1019.32
101288,2024-03-21,Asia Pacific,India,Furniture,Office Chair,SMB,A. Fischer,3,217.3,0.0,753.52
100604,2024-03-21,Latin America,Argentina,Electronics,Laptop,SMB,F. Larsson,6,953.48,0.14,5686.9
101187,2024-03-21,Europe,Germany,Electronics,Smartphone,Consumer,B. Nguyen,2,715.63,0.0,1654.37
101125,2024-03-22,Asia Pacific,Japan,Electronics,Smartphone,Enterprise,E. Haddad,4,688.64,0.17,2642.68
101021,2024-03-22,North America,Mexico,Office Supplies,Stapler,Enterprise,F. Larsson,10,11.43,0.11,117.58
100172,2024-03-22,Latin America,Chile,Electronics,Smartphone,SMB,A. Fischer,9,726.52,0.09,6877.74
100478,2024-03-23,Europe,France,Office Supplies,Pen Set,SMB,C. Okafor,4,14.44,0.12,58.75
100277,2024-03-23,Europe,United Kingdom,Furniture,Office Chair,Enterprise,C. Okafor,11,241.41,0.1,2762.52
100565,2024-03-23,North America,Mexico,Furniture,Bookshelf,Consumer,A. Fischer,2,156.53,0.0,361.86
100069,2024-03-24,Europe,Germany,Electronics,Laptop,SMB,E. Haddad,4,867.79,0.06,3771.52
100550,2024-03-24,Europe,Germany,Furniture,Standing Desk,Enterprise,B. Nguyen,7,474.52,0.14,3301.91
100322,2024-03-24,Asia Pacific,Singapore,Electronics,Laptop,SMB,E. Haddad,5,996.85,0.09,5242.71
100117,2024-03-24,North America,Mexico,Electronics,Headphones,Enterprise,C. Okafor,15,128.67,0.01,2208.61
100155,2024-03-24,North America,United States,Software,Analytics Suite,SMB,A. Fischer,2,618.96,0.03,1387.97
100353,2024-03-25,North America,United States,Electronics,Monitor,Enterprise,C. Okafor,9,255.04,0.14,2281.73
101273,2024-03-26,Europe,Spain,Electronics,Smartphone,SMB,F. Larsson,3,682.6,0.01,2343.35
100355,2024-03-26,Latin America,Chile,Electronics,Smartphone,SMB,B. Nguyen,2,707.36,0.1,1471.73
101331,2024-03-26,Europe,France,Electronics,Smartphone,SMB,E. Haddad,5,711.87,0.11,3661.64
100954,2024-03-26,North America,Mexico,Electronics,Smartphone,SMB,B. Nguyen,3,744.37,0.0,2581.22
100181,2024-03-26,North America,United States,Software,CRM License,SMB,D. Rossi,4,329.97,0.06,1434.09
100650,2024-03-27,Asia Pacific,Japan,Office Supplies,Stapler,SMB,B. Nguyen,4,11.84,0.06,51.46
100095,2024-03-27,North America,Canada,Furniture,Office Chair,Enterprise,A. Fischer,7,207.66,0.08,1545.8
100052,2024-03-28,Asia Pacific,India,Electronics,Headphones,SMB,D. Rossi,7,143.01,0.0,1157.12
100534,2024-03-28,North America,Mexico,Electronics,Smartphone,SMB,D. Rossi,3,782.98,0.08,2497.9
101363,2024-03-28,Europe,Italy,Software,Analytics Suite,SMB,D. Rossi,7,668.64,0.07,5031.39
101329,2024-03-28,North America,Mexico,Electronics,Smartphone,SMB,B. Nguyen,3,713.28,0.06,2325.0
101226,2024-03-29,Asia Pacific,Australia,Electronics,Smartphone,Enterprise,C. Okafor,11,643.73,0.08,7530.07
100756,2024-03-30,Asia Pacific,Australia,Electronics,Monitor,Consumer,F. Larsson,4,243.33,0.06,1057.54
101347,2024-03-30,North America,Mexico,Electronics,Headphones,Enterprise,D. Rossi,10,134.44,0.06,1460.73
100625,2024-03-31,North America,Canada,Furniture,Bookshelf,SMB,E. Haddad,1,163.77,0.05,179.83
101355,2024-03-31,Asia Pacific,India,Office Supplies,Stapler,SMB,E. Haddad,3,11.49,0.11,35.46
100151,2024-03-31,Europe,Germany,Software,CRM License,SMB,B. Nguyen,2,344.86,0.06,749.4
100801,2024-04-01,North America,Canada,Furniture,Bookshelf,Consumer,D. Rossi,1,154.86,0.04,175.43
101027,2024-04-01,North America,United States,Office Supplies,Stapler,SMB,A. Fischer,3,11.51,0.08,37.49
101184,2024-04-02,Europe,France,Electronics,Smartphone,Consumer,A. Fischer,3,669.39,0.03,2298.55
100379,2024-04-02,North America,Canada,Electronics,Laptop,SMB,C. Okafor,5,998.12,0.12,5182.24
100875,2024-04-03,Asia Pacific,Japan,Electronics,Headphones,SMB,B. Nguyen,4,135.11,0.1,573.95
100922,2024-04-03,North America,Mexico,Electronics,Smartphone,Enterprise,D. Rossi,12,707.94,0.1,9021.99
100337,2024-04-05,Europe,Italy,Furniture,Standing Desk,SMB,E. Haddad,3,469.56,0.04,1595.75
101312,2024-04-05,Asia Pacific,Japan,Office Supplies,Printer Paper,SMB,E. Haddad,4,24.78,0.09,106.44
100036,2024-04-05,Europe,France,Office Supplies,Stapler,Consumer,A. Fischer,2,13.5,0.03,30.9
101034,2024-04-05,North America,United States,Office Supplies,Notebook,SMB,C. Okafor,4,8.32,0.03,38.09
100489,2024-04-05,Asia Pacific,Japan,Electronics,Laptop,Consumer,B. Nguyen,3,939.23,0.07,3092.13
100825,2024-04-06,Europe,Italy,Electronics,Monitor,Enterprise,C. Okafor,10,218.91,0.05,2453.98
100043,2024-04-06,North America,Mexico,Furniture,Bookshelf,SMB,F. Larsson,2,144.97,0.09,311.34
101315,2024-04-06,Latin America,Brazil,Software,Analytics Suite,Consumer,F. Larsson,1,567.53,0.06,629.5
100580,2024-04-07,Europe,Italy,Electronics,Laptop,SMB,C. Okafor,5,993.19,0.08,5391.04
100265,2024-04-08,Europe,Spain,Furniture,Standing Desk,Enterprise,F. Larsson,5,535.9,0.16,2655.92
100448,2024-04-09,North America,Canada,Electronics,Monitor,Enterprise,A. Fischer,9,237.48,0.02,2471.6
100912,2024-04-10,Latin America,Brazil,Office Supplies,Notebook,SMB,E. Haddad,1,7.77,0.0,9.17
101002,2024-04-10,North America,Canada,Electronics,Laptop,Consumer,A. Fischer,3,953.3,0.02,3307.19
100298,2024-04-11,North America,Mexico,Electronics,Smartphone,SMB,D. Rossi,3,698.89,0.13,2152.44
101261,2024-04-11,Europe,United Kingdom,Electronics,Laptop,Enterprise,A. Fischer,6,971.45,0.18,5639.85
100443,2024-04-11,Latin America,Argentina,Electronics,Smartphone,Enterprise,C. Okafor,8,824.17,0.15,6613.14
100971,2024-04-12,Europe,United Kingdom,Software,Analytics Suite,Enterprise,B. Nguyen,8,635.25,0.2,4797.41
100561,2024-04-12,North America,United States,Electronics,Headphones,Enterprise,C. Okafor,10,129.88,0.06,1440.63
100449,2024-04-12,Latin America,Chile,Office Supplies,Notebook,SMB,F. Larsson,6,8.27,0.06,55.04
100101,2024-04-12,Asia Pacific,Singapore,Furniture,Standing Desk,Enterprise,E. Haddad,15,515.51,0.0,9124.53
100968,2024-04-12,Europe,France,Office Supplies,Stapler,Consumer,F. Larsson,1,12.78,0.05,14.33
100755,2024-04-13,Europe,France,Office Supplies,Printer Paper,Consumer,E. Haddad,2,25.32,0.04,57.36
100216,2024-04-13,North America,United States,Furniture,Standing Desk,Enterprise,A. Fischer,5,499.47,0.07,2740.59
101107,2024-04-14,North America,Mexico,Office Supplies,Notebook,Consumer,F. Larsson,3,7.97,0.04,27.09
100021,2024-04-15,Asia Pacific,Australia,Electronics,Smartphone,Consumer,D. Rossi,1,660.6,0.02,763.92
101025,2024-04-15,North America,Mexico,Electronics,Headphones,Consumer,C. Okafor,1,125.08,0.0,147.59
100196,2024-04-16,North America,Canada,Furniture,Office Chair,SMB,B. Nguyen,5,199.04,0.02,1150.85
100099,2024-04-16,North America,Mexico,Electronics,Smartphone,Enterprise,B. Nguyen,10,782.61,0.1,8311.32
101245,2024-04-17,Asia Pacific,Singapore,Office Supplies,Notebook,Consumer,C. Okafor,4,7.74,0.01,36.17
100750,2024-04-18,Europe,France,Electronics,Headphones,SMB,E. Haddad,4,128.46,0.09,551.76
100630,2024-04-18,Asia Pacific,Singapore,Office Supplies,Printer Paper,SMB,D. Rossi,9,24.77,0.09,239.38
101012,2024-04-18,North America,United States,Furniture,Office Chair,Enterprise,D. Rossi,6,201.96,0.13,1243.99
100132,2024-04-18,Latin America,Brazil,Software,Security Suite,SMB,E. Haddad,2,393.7,0.16,780.47
101093,2024-04-18,Asia Pacific,Australia,Office Supplies,Notebook,Enterprise,E. Haddad,12,7.84,0.09,101.02
100528,2024-04-19,Asia Pacific,Singapore,Furniture,Office Chair,SMB,C. Okafor,1,208.41,0.01,243.46
100961,2024-04-19,Latin America,Argentina,Office Supplies,Pen Set,Consumer,F. Larsson,1,14.27,0.02,16.5
100564,2024-04-20,North America,Canada,Office Supplies,Printer Paper,SMB,F. Larsson,1,24.48,0.09,26.29
100115,2024-04-22,Europe,Germany,Office Supplies,Printer Paper,SMB,F. Larsson,3,24.08,0.06,80.13
100711,2024-04-22,Europe,United Kingdom,Electronics,Smartphone,Consumer,C. Okafor,3,717.15,0.0,2538.71
100086,2024-04-22,Asia Pacific,Japan,Electronics,Monitor,Consumer,D. Rossi,2,251.45,0.04,569.69
101008,2024-04-22,Europe,France,Electronics,Monitor,Consumer,C. Okafor,1,249.76,0.04,282.93
100469,2024-04-23,Europe,Germany,Furniture,Bookshelf,SMB,A. Fischer,2,169.76,0.11,356.56
100903,2024-04-23,North America,United States,Electronics,Headphones,SMB,C. Okafor,3,125.46,0.03,430.8
100009,2024-04-23,Europe,Spain,Electronics,Laptop,SMB,D. Rossi,7,960.22,0.07,7376.22
100146,2024-04-23,North America,Mexico,Furniture,Office Chair,SMB,A. Fischer,4,217.8,0.0,1028.02
100661,2024-04-24,Asia Pacific,India,Office Supplies,Printer Paper,Consumer,D. Rossi,1,26.15,0.0,30.86
100658,2024-04-24,Latin America,Argentina,Office Supplies,Stapler,SMB,A. Fischer,5,10.7,0.06,59.34
100842,2024-04-24,North America,Mexico,Electronics,Monitor,SMB,F. Larsson,2,239.11,0.0,564.3
101343,2024-04-24,North America,Canada,Furniture,Bookshelf,SMB,B. Nguyen,7,162.79,0.13,1169.84
